Rating,# of patient feedback,page_source,Specialty,Experience,Pincode,City,State,Hospital/Clinic name,Address,Education,Doctor name
 (20 ratings),1 patient feedback,https://www.lybrate.com/chennai/doctor/dr-vlcc-wellness-dermatologist?lpt=PS-SRP,Dermatologist,experience not found,,Kolkata,West Bengol,"Vlcc Wellness - Kankurgachi - Kolka ..., ","Kankurgachi,,,Kolkata,",,Vlcc Wellness
 (256 ratings),48 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-shamik-das-sexologist?lpt=PS-SRP,Sexologist,"18, Years experience",,Kolkata,West Bengol,"Divine Polyclinic, ","Beliaghata,,,Kolkata,","MD - Dermatology, MBBS","Dr. ,Shamik Das"
 (318 ratings),16 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-prabhjeet-singh-sethi-dentist?lpt=PS-SRP,Dentist,"19, Years experience",,Kolkata,West Bengol,"Dontia Dental Care, ",",Kolkata,,",Certified Implantologist,"Dr. ,Prabhjeet Singh Sethi"
 (72 ratings),42 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-saibal-moitra-allergist-immunologist?lpt=PS-SRP,Allergist/Immunologist,"22, Years experience",,Kolkata,West Bengol,"Allergy & Asthma Treatment Centre, ","Gariahat,,,Kolkata,","MBBS, MD Respiratory Medicine, Ph.D - Physiology, FCCP (USA), DAA","Dr. ,Saibal Moitra"
 (17 ratings),,https://www.lybrate.com/kolkata/doctor/dr-m-s-haque-sexologist?lpt=PS-SRP,Sexologist,"34, Years experience",,Kolkata,West Bengol,"Nature Booti Healthcare, ","Ekbalpore,,,Kolkata,",BUMS,"Dr. ,M S Haque"
 (187 ratings),7 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-sankar-das-mahapatra-gynaecologist?lpt=PS-SRP,Gynaecologist,"26, Years experience",,Kolkata,West Bengol,"Millenium Clinic, ","Teghoria,,,Kolkata,","Diploma In Advanced Gynaec Laparoscopic Surgery, MS - Obstetrics and Gynaecology","Dr. ,Sankar Das Mahapatra"
 (12 ratings),12 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-anusree-gangopadhyay-dermatologist?lpt=PS-SRP,Dermatologist,"11, Years experience",,Kolkata,West Bengol,"Fortis Hospital, Anandapur, ","Anandpur,,,Kolkata,","MBBS, MD - Dermatology, Specialty Certificate, Dermatology(UK)","Dr. ,Anusree Gangopadhyay"
 (676 ratings),24 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-amit-kyal-gynaecologist-1?lpt=PS-SRP,Gynaecologist,"18, Years experience",,Kolkata,West Bengol,"Suraksha Polyclinic , ","Kestopur,,,Kolkata,","MBBS, MS - Obstetrics and Gynaecology, Fellowship in Day care Gynaecological Endoscopy","Dr. ,Amit Kyal"
 (110 ratings),36 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-pushkar-shyam-chowdhury-urologist?lpt=PS-SRP,Urologist,"18, Years experience",,Kolkata,West Bengol,"Fortis Hospital & Kidney Institute, ","Gariahat,,,Kolkata,","MBBS, MS - General Surgery, MCH- Urology","Dr. ,Pushkar Shyam Chowdhury"
 (11374 ratings),94 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-sujoy-dasgupta-gynaecologist?lpt=PS-SRP,Gynaecologist,"15, Years experience",,Kolkata,West Bengol,"Friends Diagnostic Pvt Ltd, Garia,  ..., ","Garia,,,Kolkata,","MBBS (Gold Medalist, Hons), MS (Obst and Gynae- Gold Medalist), DNB (Obst and Gynae), Fellow- Reproductive Endocrinology and Infertility (ACOG, USA), FIAOG, MRCOG (London, UK)","Dr. ,Sujoy Dasgupta"
 (65 ratings),9 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-n-roy-kolkata-sexologist?lpt=PS-SRP,Sexologist,"15, Years experience",,Kolkata,West Bengol,"Dr. Roy's Ayurvedic Sexology Clinic, ","Khardah,,,Kolkata,","Bachelor of Ayurveda, Medicine and Surgery (BAMS)","Dr. ,Roy's Ayurvedic Sexology Clinic Kolkata"
 (5123 ratings),39 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-s-k-baidya-ayurveda?lpt=PS-SRP,Ayurveda,"27, Years experience",,Kolkata,West Bengol,"PREVAHEALTH CLINIC, ",",Kolkata,,",BAMS,"Dr. ,S.K. Baidya"
 (5291 ratings),31 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-ramna-banerjee-gynaecologist?lpt=PS-SRP,Gynaecologist,"19, Years experience",,Kolkata,West Bengol,"Apollo Gleneagles Hospital, ","Canal Road,,,Kolkata,","DGO, MD, MRCOG, CCST, Accredation in Colposcopy","Dr. ,Ramna Banerjee"
 (628 ratings),3 patient feedback(s),https://www.lybrate.com/gurgaon/doctor/fortis-healthcare?lpt=PS-SRP,Cardiologist,"19, Years experience",,Kolkata,West Bengol,"Fortis Hospital & Kidney Institute  ..., ","Garia,,,Kolkata,",A Fortis Hospital Association,Fortis Healthcare
 (122 ratings),9 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-ranjana-tibrewal-gynaecologist?lpt=PS-SRP,Gynaecologist,"17, Years experience",,Kolkata,West Bengol,"The Apollo Clinic, ","Prince Anwar Shah Road,,,Kolkata,","MBBS, MS","Dr. ,Ranjana Tibrewal"
 (864 ratings),39 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-atul-taneja-dermatologist?lpt=PS-SRP,Dermatologist,"25, Years experience",,Kolkata,West Bengol,"Apollo Gleneagles Hospitals, ","Phool Bagan,,,Kolkata,","MD (AIIMS), Clinical Fellow,Skin Oncology(New England Medical Centre & Boston University,USA), Clinical Fellow.Photomedicine(Mass.Gen.Hospital,Harvard Medical School,USA), Clinical Fellow,Laser Surgery(Mass.Gen Hospital,Harvard Medical School,USA)","Dr. ,Atul Taneja"
 (182 ratings),20 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-indranil-saha-psychiatrist?lpt=PS-SRP,Psychiatrist,"22, Years experience",,Kolkata,West Bengol,"Neuromind Clinic, ","Patuli,,,Kolkata,","MBBS, MD Psychiatry, DPM Psychological Medicine","Dr. ,Indranil Saha"
 (34 ratings),18 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-arnab-ghosh-hajra-psychiatrist?lpt=PS-SRP,Psychiatrist,"12, Years experience",,Kolkata,West Bengol,"AMRI Hospital Saltlake, ","Bidhan Nagar,,,Kolkata,","MBBS, MD - Psychiatry","Dr. ,Arnab Ghosh Hajra"
 (162 ratings),4 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-asif-naushad-dentist?lpt=PS-SRP,Dentist,"14, Years experience",,Kolkata,West Bengol,"JM DENTAL, ","Gobra,,,Kolkata,","House Surgeon, House Surgeon, House Surgeon, BDS","Dr. ,Asif Naushad"
 (167 ratings),3 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-paul-s-kolkata-dermatologist?lpt=PS-SRP,Dermatologist,experience not found,,Kolkata,West Bengol,"Dr. Paul's Advanced Hair And Skin S ..., ","Salt Lake,,,Kolkata,",,"Dr. ,Paul's Advanced Hair And Skin Solutions"
 (1707 ratings),32 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-atindra-nath-bagchi-general-physician?lpt=PS-SRP,General Physician,"27, Years experience",,Kolkata,West Bengol,"Bagchi Clinic, ","Khidirpur,,,Kolkata,",Diploma In Cardiology,"Dr. ,Atindra Nath Bagchi"
 (192 ratings),,https://www.lybrate.com/kolkata/doctor/dr-dibyendu-dutta-dentist?lpt=PS-SRP,Dentist,"25, Years experience",,Kolkata,West Bengol,"Smilz Dental Treatment Facility,www ..., ","Garia,,,Kolkata,","Certified Implantologist, Advanced Aesthetics, BDS","Dr. ,Dibyendu Dutta"
 (1804 ratings),58 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-dhruba-bhattacharya-general-physician?lpt=PS-SRP,General Physician,"41, Years experience",,Kolkata,West Bengol,"NANDINI PHARMACY, ",",Kolkata,,","MBBS, PGC In Family Welfare & Health Management, DHA, PGD In Medical Laws & Ethics","Dr. ,Dhruba Bhattacharya"
 (279 ratings),15 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-snigdhodip-saha-homeopath?lpt=PS-SRP,Homeopath,"9, Years experience",,Kolkata,West Bengol,"Dr.Saha's Multispeciality Homeopath ..., ","Kasba,,,Kolkata,","FMC (Fellow in Med.Cosmetology), BHMS, MO (SH), Certification for Professional Chemical Peel Workshop, CERT (RBSK), CERT (ARSH), LT","Dr. ,Snigdhodip Saha"
 (504 ratings),11 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-swapan-banerjee-dietitian-nutritionist?lpt=PS-SRP,Dietitian/Nutritionist,"24, Years experience",,Kolkata,West Bengol,"Belgharia Diet Clinics, ","Belgharia,,,Kolkata,","B.Sc. - Dietitics / Nutrition, CAFE, MMM, M.Sc - Dietitics / Nutrition, Nutrition Certification, PGCDE, PhD","Dr. ,Swapan Banerjee (Fssai & Fao) Certified"
 (993 ratings),4 patient feedback(s),https://www.lybrate.com/mumbai/doctor/richfeel-dermatologist?lpt=PS-SRP,Dermatologist,"12, Years experience",,Kolkata,West Bengol,"RichFeel Trichology Center - Kolkat ..., ","Ballygunge,,,Kolkata,",Trichologist,Richfeel
 (222 ratings),19 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-deepti-bhandari-psychologist?lpt=PS-SRP,Psychologist,"17, Years experience",,Kolkata,West Bengol,"Aastitva-Being Foundation- Kolkata, ","E.M Bypass,,,Kolkata,","Master of Science/M.S. (Psychotherapy & Counselling), Ph.D.Neuropsychology, BA, Master of Arts (Clinical Psychology )","Dr. ,Deepti Bhandari"
 (996 ratings),658 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-sanket-chakraverty-dentist?lpt=PS-SRP,Dentist,"10, Years experience",,Kolkata,West Bengol,"Teeth Care Multispeciality Dental C ..., ","Rajarhat Road,,,Kolkata,","MDS Prosthodontics, B.D.S","Dr. ,Sanket Chakraverty"
 (641 ratings),13 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-faiyaz-khan-physiotherapist?lpt=PS-SRP,Physiotherapist,"4, Years experience",,Kolkata,West Bengol,"THE APOLLO CLINIC, ","Sinthee,,,Kolkata,","MPT - Orthopedic Physiotherapy, Fellowship In Orthopaedic Rehabilitation (FOR) Advanced Diploma in Nutrition & Diet","Dr. ,Faiyaz Khan, Pt"
 (43 ratings),11 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-surajit-gorai-dermatologist?lpt=PS-SRP,Dermatologist,"3, Years experience",,Kolkata,West Bengol,"Pristine clinic, ","Kasba,,,Kolkata,","MD (Gold Medalist) Dermatology , DNB (Dermatology), MNAMS, Ludwig-Maximilians-Universität München Medizinische Fakultät","Dr. ,Surajit Gorai"
 (132 ratings),24 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-debabrata-chakraborty-neurologist?lpt=PS-SRP,Neurologist,"14, Years experience",,Kolkata,West Bengol,"Apollo Gleneagles Hospital, Kolkata, ","Kankurgachi,,,Kolkata,","DM - Neurology, Fellowship in Stroke Neurology, MD - General Medicine, MBBS Bachelor of Medicine and Bachelor of Surgery","Dr. ,Debabrata Chakraborty"
 (18 ratings),6 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-sanjib-patra-cardiologist?lpt=PS-SRP,Cardiologist,"23, Years experience",,Kolkata,West Bengol,"Desun Hospital and Heart Institute, ",",Kolkata,,","Fellowship In Electrophysiology, Fellowship In Interventional Cardiology, DM - Cardiology, MD - Medicine, MBBS","Dr. ,Sanjib Patra"
 (516 ratings),21 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-chhandanika-de-homeopath?lpt=PS-SRP,Homeopath,"26, Years experience",,Kolkata,West Bengol,"Calcutta Heart Research Centre, ","Sarat Bose Road,,,Kolkata,","DHMS (Diploma in Homeopathic Medicine and Surgery), DHMS (Diploma in Homeopathic Medicine and Surgery)","Dr. ,Chhandanika De"
 (555 ratings),3 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-subhajit-banerjee-homeopath?lpt=PS-SRP,Homeopath,"18, Years experience",,Kolkata,West Bengol,"Pulse Diagnostic, ","Sarat Bose Road,,,Kolkata,","MD-Homeopathy, BHMS, Certified in Lifestyle Medicine","Dr. ,Subhajit Banerjee"
 (51 ratings),2 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-samadarshi-datta-pulmonologist?lpt=PS-SRP,Pulmonologist,"17, Years experience",,Kolkata,West Bengol,"AASHWAS Chest & Allergy Clinic, ","Mukundapur,,,Kolkata,","MBBS, MD - Pulmonary Medicine","Dr. ,Samadarshi Datta"
 (490 ratings),9 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-sharmishtha-patra-gynaecologist?lpt=PS-SRP,Gynaecologist,"20, Years experience",,Kolkata,West Bengol,"Dr. Patra's clinic, ","Salt Lake,,,Kolkata,","MBBS, MS - Obstetrics and Gynaecology, MRCOG","Dr. ,Sharmishtha Patra"
 (306 ratings),11 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dt-aparajita-saha-dietitian-nutritionist?lpt=PS-SRP,Dietitian/Nutritionist,"43, Years experience",,Kolkata,West Bengol,"NutriDiet, ","Tollygunge,,,Kolkata,","PG Dip Diet, B.Sc. - Dietitics / Nutrition","Dt. ,Aparajita Saha"
 (117 ratings),7 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-somdutt-prasad-ophthalmologist?lpt=PS-SRP,Ophthalmologist,"32, Years experience",,Kolkata,West Bengol,"AMRI Medical Center, ","Southern Avenue,,,Kolkata,","FACS, FRCOphth, Fellowship of the Royal College of Surgeons (FRCS), MS - Ophthalmology, MBBS","Dr. ,Somdutt Prasad"
 (102 ratings),4 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-janaki-raman-general-physician?lpt=PS-SRP,General Physician,"25, Years experience",,Kolkata,West Bengol,"Doctors' Point, ","Dhakuria,,,Kolkata,","Diploma In Diabetology, Diploma In Cardiology","Dr. ,Janaki Raman"
 (511 ratings),15 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-yogitaa-mandhyaan-physiotherapist?lpt=PS-SRP,Dietitian/Nutritionist,"13, Years experience",,Kolkata,West Bengol,"Shape And Strength, ","Kalighat,,,Kolkata,","BPTh/BPT, Weight Management Specialist, Diploma in Nutrition and Health Education (DNHE)","Dr. ,Yogitaa Mandhyaan"
 (64 ratings),27 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-vijay-rai-gastroenterologist?lpt=PS-SRP,Gastroenterologist,"7, Years experience",,Kolkata,West Bengol,"Americana Gastro & Diagnostic Cente ..., ","Kankurgachi,,,Kolkata,","MBBS,MD, DM","Dr. ,Vijay Rai"
 (267 ratings),33 patient feedback(s),https://www.lybrate.com/kolkata/doctor/dr-soumalya-golder-homeopath?lpt=PS-SRP,Homeopath,"7, Years experience",,Kolkata,West Bengol,"AROGYA HOMOEO HALL (UNIT -2), ",",Kolkata,,","Dip. IACH (GREECE), BHMS, Att. Cert. of B.A.M.I (Kolkata), C.S.D (Mumbai), D.N.H.E, Post Graduate Diploma in Counselling (PGDC, 1st class, CU), P.G. Hom (LONDON), Att. Cert. of A.C.H (London)","Dr. ,Soumalya Golder"
 (10 ratings),,https://www.lybrate.com/kolkata/doctor/dr-shodhanam-kerala-panchakarma-ayurveda?lpt=PS-SRP,Ayurveda,"9, Years experience",,Kolkata,West Bengol,"Shodhanam  Kerala Panchakarma Ayurv ..., ","Ballygunge,,,Kolkata,","Bachelor of Ayurveda, Medicine and Surgery (BAMS)",Shodhanam Kerala Panchakarma Ayurveda
 (189 ratings),5 patient feedback(s),https://www.lybrate.com/durgapur/doctor/dr-kinshuk-karmakar-psychiatrist?lpt=PS-SRP,Psychiatrist,"20, Years experience",,Asansol,West Bengol,"JEEBAK DOCTORS CHAMBER , ","Burnpur,,,Asansol,","PGDPC, MBBS","Dr. ,Kinshuk Karmakar"
 (49 ratings),3 patient feedback(s),https://www.lybrate.com/udaipur/doctor/dr-indira-ivf-ivf-specialist?lpt=PS-SRP,IVF Specialist,"29, Years experience",,Asansol,West Bengol,"Indira Ivf- Asansol, ","Ushagram,,,Asansol,",MBBS Bachelor of Medicine and Bachelor of Surgery,Indira Ivf
 (44 ratings),4 patient feedback(s),https://www.lybrate.com/durgapur/doctor/dr-dibyendu-de-hematologist?lpt=PS-SRP,Hematologist,"13, Years experience",,Asansol,West Bengol,"ASANSOL THE MISSION HOSPITAL SUPERS ..., ","Apcar Garden,,,Asansol,","DM - Clinical Haematology, MD - General Medicine, MBBS","Dr. ,Dibyendu De"
 (970 ratings),6 patient feedback(s),https://www.lybrate.com/agartala/doctor/dr-subrata-gorai-homeopath-1?lpt=PS-SRP,Homeopath,"12, Years experience",,Asansol,West Bengol,"Mhijam Clinic, ",",Asansol,,","BHMS, OCRT KOLKATA","Dr. ,Subrata Gorai"
 (84 ratings),4 patient feedback(s),https://www.lybrate.com/asansol/doctor/dr-sumit-chakraborty-general-physician?lpt=PS-SRP,General Physician,"7, Years experience",,Asansol,West Bengol,"Gupta Medical , ",",Asansol,,","M.D.(medicine), PG in Diabetology, PG Diploma In Clinical Cosmetology (PGDCC)","Dr. ,S Chakraborty"
 (355 ratings),1 patient feedback,https://www.lybrate.com/kolkata/doctor/dr-sourav-das-gynaecologist?lpt=PS-SRP,Gynaecologist,"8, Years experience",,Asansol,West Bengol,"west end nursing home and clinic, ",",Asansol,,","DNB (Obstetrics and Gynecology), MS - Obstetrics and Gynaecology, Royal College of Obstetricians and Gynaecologists (MRCOG)","Dr. ,Sourav Das"
 (119 ratings),4 patient feedback(s),https://www.lybrate.com/asansol/doctor/dr-kalyan-banerjee-dentist?lpt=PS-SRP,Dentist,"12, Years experience",,Asansol,West Bengol,"Asansol Dental & Maxillofacial Clin ..., ",",Asansol,,","BDS, MDS","Dr. ,Kalyan Banerjee"
 (23 ratings),,https://www.lybrate.com/kolkata/doctor/dr-soumen-mondal-psychologist?lpt=PS-SRP,Psychologist,"8, Years experience",,Asansol,West Bengol,"Paul Medicine Centre , ",",Asansol,,","Master in Clinical Psychology, Dip. in child Psychology, Master in Sociology","Mr. ,Soumen Mondal"
 (31 ratings),6 patient feedback(s),https://www.lybrate.com/asansol/doctor/dr-ranjeet-kumar-dentist?lpt=PS-SRP,Dentist,"12, Years experience",,Asansol,West Bengol,"ORACARE Dental speciality clinic, ",",Asansol,,",BDS (RGUHS),"Dr. ,Ranjeet Kumar"
 (56 ratings),2 patient feedback(s),https://www.lybrate.com/asansol/doctor/dr-samiron-roy-ear-nose-throat-ent-specialist?lpt=PS-SRP,ENT Specialist,"40, Years experience",,Asansol,West Bengol,"Dr. Samiron Roy, ",",Asansol,,","MBBS, MS- ENT, DNB (ENT), Jawaharlal Institute of Postgraduate Medical Education and Research (JIPMER), Puducherry,, JIPMER, Pondicherry","Dr. ,Samiron Roy"
 (12 ratings),5 patient feedback(s),https://www.lybrate.com/asansol/doctor/dr-ayesha-taha-dentist?lpt=PS-SRP,Dentist,"7, Years experience",,Asansol,West Bengol,"Family Dental Clinic, ",",Asansol,,","MDS - Pediatric Dentistry, BDS","Dr. ,Ayesha Taha"
 (54 ratings),2 patient feedback(s),https://www.lybrate.com/durgapur/doctor/dr-sasthi-narayan-chakraborty-general-physician?lpt=PS-SRP,General Physician,"11, Years experience",,Asansol,West Bengol,"Ramashram MULTISPECIALITY polyclini ..., ",",Asansol,,","PGC Diabetology, ACMDC (Diabetes and Cardiovascular Diseases), CCMTD (Thyroid Disorders), MD-Community Medicine, MBBS","Dr. ,Sasthi Narayan Chakraborty"
rating not found,,https://www.lybrate.com/asansol/doctor/dr-sonal-bajpai-banerjee-dentist-1?lpt=PS-SRP,Dentist,"10, Years experience",,Asansol,West Bengol,"Asansol Dental & Maxillofacial Clin ..., ",",Asansol,,",BDS,"Dr. ,Sonal Bajpai Banerjee"
 (10 ratings),,https://www.lybrate.com/asansol/doctor/dr-mahuya-dutta-gynaecologist?lpt=PS-SRP,Gynaecologist,"11, Years experience",,Asansol,West Bengol,"Indira Ivf- Asansol, ","Ushagram,,,Asansol,","MBBS Bachelor of Medicine and Bachelor of Surgery, MS","Dr. ,Mahuya Dutta"
rating not found,,https://www.lybrate.com/asansol/doctor/dr-ramprasad-gorai-pulmonologist-1?lpt=PS-SRP,Pulmonologist,"9, Years experience",,Asansol,West Bengol,"M/S SANJEEVANI PHARMACY, ",",Asansol,,","MD, D.T.C.D, M.B.B.S","Dr. ,Ramprasad Gorai"
rating not found,,https://www.lybrate.com/asansol/doctor/dr-souvik-chatterjee-dentist?lpt=PS-SRP,Dentist,"8, Years experience",,Asansol,West Bengol,"Strong Roots Dental care, ","Rabindra Nagar,,,Asansol,","M.D.S, B.D.S","Dr. ,Souvik Chatterjee"
 (30 ratings),,https://www.lybrate.com/asansol/doctor/dr-gu-homeopath?lpt=PS-SRP,Homeopath,"8, Years experience",,Asansol,West Bengol,"HOMOEO CARE CLINIC, ",",Asansol,,",BHMS,"Dr. ,Guneet Walia"
rating not found,,https://www.lybrate.com/asansol/doctor/dr-zeeshan-ali-dentist-1?lpt=PS-SRP,Dentist,"2, Years experience",,Asansol,West Bengol,"Perfect Smile, ",",Asansol,,",Bachelor of Dental Surgery,Zeeshan Ali
rating not found,,https://www.lybrate.com/asansol/doctor/dr-jyoti-prakas-sinha-general-physician?lpt=PS-SRP,General Physician,experience not found,,Asansol,West Bengol,"J.P.Sinha' Clinic, ","Chelidanga,,,Asansol,",,"Dr. ,Jyoti Prakas Sinha"
 (216 ratings),2 patient feedback(s),https://www.lybrate.com/mumbai/doctor/dr-richa-sharma-gynaecologist?lpt=PS-SRP,IVF Specialist,"16, Years experience",,Asansol,West Bengol,"Medicover Fertility, ","Sector-29,,,Gurgaon,","MD - Obstetrtics & Gynaecology, MBBS, FNB Reproductive Medicine, MRCOG","Dr. ,Richa Sharma"
